Enemy,Game,Relation
Fire Bro,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Fire Bro,Paper Mario: Sticker Star,ENEMY_IN
Fire Bro,New Super Mario Bros. 2,ENEMY_IN
Fire Bro,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Fire Bro,Paper Mario: Color Splash,ENEMY_IN
Fire Bro,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Fire Bro,Mario & Luigi: Brothership,ENEMY_IN
Fire Bro,Paper Mario: The Origami King,ENEMY_IN
Fire Bro,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Fire Bro,Super Mario Odyssey,ENEMY_IN
Fire Bro,Super Mario Maker 2,ENEMY_IN
Fire Bar,Super Mario Bros. / Super Mario Bros. Special / Super Mario Bros.: The Lost Levels,ENEMY_IN
Fire Bar,Paper Mario,ENEMY_IN
Fire Bar,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Fire Bar,Paper Mario: The Thousand-Year Door,ENEMY_IN
Fire Bar,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Fire Bar,Super Paper Mario,ENEMY_IN
Fire Bar,New Super Mario Bros.,ENEMY_IN
Fire Bar,Super Mario Galaxy,ENEMY_IN
Fire Bar,New Super Mario Bros. Wii,ENEMY_IN
Fire Bar,Super Mario Galaxy 2,ENEMY_IN
Fire Bar,Super Mario 3D Land,ENEMY_IN
Fire Bar,New Super Mario Bros. 2,ENEMY_IN
Fire Bar,New Super Mario Bros. U,ENEMY_IN
Fire Bar,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Fire Bar,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Fire Bar,Super Mario Run,ENEMY_IN
Fire Bar,Super Mario Bros. Wonder,ENEMY_IN
Fire Snake,Super Mario Bros. 3,ENEMY_IN
Fire Snake,Mario Kart DS,ENEMY_IN
Fire Snake,Super Mario World,ENEMY_IN
Fire Snake,Mario Kart Wii,ENEMY_IN
Fire Snake,New Super Mario Bros.,ENEMY_IN
Fire Snake,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Fire Snake,New Super Mario Bros. Wii,ENEMY_IN
Fire Snake,Mario Kart World,ENEMY_IN
Fire Snake,New Super Mario Bros. 2,ENEMY_IN
Fire Snake,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Fire Stalking Piranha Plant,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Fire Stalking Piranha Plant,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Fireball (Donkey Kong),Mario vs. Donkey Kong,ENEMY_IN
Fireball (Donkey Kong),Donkey Kong,ENEMY_IN
Fireball (Donkey Kong),Mario vs. Donkey Kong,ENEMY_IN
Fireball (Donkey Kong),Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Fireball (Donkey Kong),Donkey Kong Circus,ENEMY_IN
Fireball (Donkey Kong),Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Fireball (Donkey Kong),Mario vs. Donkey Kong: Mini-Land Mayhem!,ENEMY_IN
Fireball (Donkey Kong),Mario vs. Donkey Kong: Mini-Land Mayhem!,ENEMY_IN
Fireball (obstacle),Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Fireball (obstacle),Mario Bros.,ENEMY_IN
Fireball (obstacle),Super Mario Galaxy,ENEMY_IN
Fireball (obstacle),Mario Bros. Special,ENEMY_IN
Fireball (obstacle),Super Mario Galaxy 2,ENEMY_IN
Fireball (obstacle),Punch Ball Mario Bros.,ENEMY_IN
Fireball (obstacle),Super Mario Bros. Wonder,ENEMY_IN
Fireball (obstacle),Mario Clash,ENEMY_IN
Fishing Boo,Super Mario World,ENEMY_IN
Fishing Boo,Super Mario Run,ENEMY_IN
Fish Bone,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Fish Bone,Mario Kart 7,ENEMY_IN
Fish Bone,Mario Party 4,ENEMY_IN
Fish Bone,Mario & Luigi: Bowser's Inside Story,ENEMY_IN
Fish Bone,New Super Mario Bros. Wii,ENEMY_IN
Fish Bone,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Fish Bone,Mario Party 9,ENEMY_IN
Fish Bone,Mario & Luigi: Dream Team,ENEMY_IN
Fish Bone,New Super Mario Bros. 2,ENEMY_IN
Fish Bone,Mario Kart Tour,ENEMY_IN
Fish Bone,Mario Party 10,ENEMY_IN
Fish Bone,New Super Mario Bros. U / New Super Luigi U,ENEMY_IN
Fish Bone,Mario Kart Live: Home Circuit,ENEMY_IN
Fish Bone,Super Mario Party,ENEMY_IN
Fish Bone,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Fish Bone,Mario Kart World,ENEMY_IN
Fish Bone,Super Mario Party Jamboree,ENEMY_IN
Fish Bone,Super Mario Run,ENEMY_IN
Fish Bone,Super Mario Maker 2,ENEMY_IN
Fire Piranha Plant,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Fire Piranha Plant,Mario Kart DS,ENEMY_IN
Fire Piranha Plant,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Fire Piranha Plant,Paper Mario,ENEMY_IN
Fire Piranha Plant,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Fire Piranha Plant,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Fire Piranha Plant,Mario Kart Arcade GP DX / Mario Kart Arcade GP VR,ENEMY_IN
Fire Piranha Plant,Mario vs. Donkey Kong: Minis March Again!,ENEMY_IN
Fire Piranha Plant,Paper Mario: Sticker Star,ENEMY_IN
Fire Piranha Plant,Mario vs. Donkey Kong: Minis March Again!,ENEMY_IN
Fire Piranha Plant,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Fire Piranha Plant,Mario Kart Tour,ENEMY_IN
Fire Piranha Plant,Mario vs. Donkey Kong: Mini-Land Mayhem!,ENEMY_IN
Fire Piranha Plant,Paper Mario: Color Splash,ENEMY_IN
Fire Piranha Plant,Mario vs. Donkey Kong: Mini-Land Mayhem!,ENEMY_IN
Fire Piranha Plant,New Super Mario Bros.,ENEMY_IN
Fire Piranha Plant,Mario Kart 8 Deluxe,ENEMY_IN
Fire Piranha Plant,Mario vs. Donkey Kong: Tipping Stars,ENEMY_IN
Fire Piranha Plant,Mario vs. Donkey Kong: Tipping Stars,ENEMY_IN
Fire Piranha Plant,Super Mario Galaxy / Super Mario Galaxy 2,ENEMY_IN
Fire Piranha Plant,Mario Kart World,ENEMY_IN
Fire Piranha Plant,New Super Mario Bros. Wii,ENEMY_IN
Fire Piranha Plant,Super Mario 3D Land,ENEMY_IN
Fire Piranha Plant,New Super Mario Bros. 2,ENEMY_IN
Fire Piranha Plant,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Fire Piranha Plant,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Fire Piranha Plant,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Fire Piranha Plant,Super Mario Odyssey,ENEMY_IN
Fire Piranha Plant,Super Mario Maker 2,ENEMY_IN
Fire Piranha Plant,Super Mario Bros. Wonder,ENEMY_IN
Flame Chomp,Super Mario Bros. 3,ENEMY_IN
Flame Chomp,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Flame Chomp,New Super Mario Bros.,ENEMY_IN
Flame Chomp,New Super Mario Bros. Wii,ENEMY_IN
Flame Chomp,New Super Mario Bros. 2,ENEMY_IN
Flame Chomp,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Flurry,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2,ENEMY_IN
Flurry,BS Super Mario USA,ENEMY_IN
Flurry,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Foo,New Super Mario Bros. Wii,ENEMY_IN
Foo,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Fly Guy,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Fly Guy,Mario Party,ENEMY_IN
Fly Guy,Mario & Luigi: Partners in Time,ENEMY_IN
Fly Guy,Super Smash Bros.,ENEMY_IN
Fly Guy,Super Mario World 2: Yoshi's Island / Yoshi's Island: Super Mario Advance 3,ENEMY_IN
Fly Guy,Mario Golf (Nintendo 64),ENEMY_IN
Fly Guy,Mario Tennis,ENEMY_IN
Fly Guy,New Super Mario Bros.,ENEMY_IN
Fly Guy,Mario Party 2,ENEMY_IN
Fly Guy,Mario & Luigi: Dream Team,ENEMY_IN
Fly Guy,Super Smash Bros. Melee,ENEMY_IN
Fly Guy,Yoshi's Story,ENEMY_IN
Fly Guy,Mario Golf: World Tour,ENEMY_IN
Fly Guy,Mario Power Tennis / New Play Control! Mario Power Tennis,ENEMY_IN
Fly Guy,Mario Party 4,ENEMY_IN
Fly Guy,Mario & Luigi: Paper Jam,ENEMY_IN
Fly Guy,Super Smash Bros. Brawl,ENEMY_IN
Fly Guy,Yoshi Topsy-Turvy,ENEMY_IN
Fly Guy,Mario Golf: Super Rush,ENEMY_IN
Fly Guy,Mario Tennis Aces,ENEMY_IN
Fly Guy,Mario Party 6,ENEMY_IN
Fly Guy,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Fly Guy,Super Smash Bros. for Nintendo 3DS,ENEMY_IN
Fly Guy,Yoshi Touch & Go,ENEMY_IN
Fly Guy,Mario Party Advance,ENEMY_IN
Fly Guy,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Fly Guy,Super Smash Bros. Ultimate,ENEMY_IN
Fly Guy,Yoshi's Island DS,ENEMY_IN
Fly Guy,Mario Party 7,ENEMY_IN
Fly Guy,Yoshi's New Island,ENEMY_IN
Fly Guy,Mario Party 8,ENEMY_IN
Fly Guy,Yoshi's Woolly World / Poochy & Yoshi's Woolly World,ENEMY_IN
Fly Guy,Mario Party: Island Tour,ENEMY_IN
Fly Guy,Yoshi's Crafted World,ENEMY_IN
Fly Guy,Super Mario Party,ENEMY_IN
Fly Guy,Mario Party Superstars,ENEMY_IN
Freezie,Mario Kart: Double Dash!!,ENEMY_IN
Freezie,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Freezie,Mario Kart Live: Home Circuit,ENEMY_IN
Freezie,Mario Kart World,ENEMY_IN
Flutter,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Flutter,Super Mario Odyssey,ENEMY_IN
Flutter,Super Mario Maker 2,ENEMY_IN
Frost Piranha,Paper Mario,ENEMY_IN
Frost Piranha,Paper Mario: The Thousand-Year Door,ENEMY_IN
Frost Piranha,Super Paper Mario,ENEMY_IN
Galoomba,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Galoomba,Mario Party 3,ENEMY_IN
Galoomba,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Galoomba,Mario Party Advance,ENEMY_IN
Galoomba,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Galoomba,Mario Party 10,ENEMY_IN
Galoomba,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Galoomba,Mario Party: Star Rush,ENEMY_IN
Galoomba,Super Mario Maker 2,ENEMY_IN
Galoomba,Super Mario Party,ENEMY_IN
Galoomba,Mario Party Superstars,ENEMY_IN
Galoomba,Super Mario Party Jamboree,ENEMY_IN
Fuzzy,Super Mario World,ENEMY_IN
Fuzzy,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Fuzzy,Mario Party: Island Tour,ENEMY_IN
Fuzzy,Paper Mario,ENEMY_IN
Fuzzy,New Super Mario Bros. Wii,ENEMY_IN
Fuzzy,Mario Kart Tour,ENEMY_IN
Fuzzy,Mario Party 10,ENEMY_IN
Fuzzy,Paper Mario: The Thousand-Year Door,ENEMY_IN
Fuzzy,Super Mario Galaxy 2,ENEMY_IN
Fuzzy,Mario Party: Star Rush,ENEMY_IN
Fuzzy,Super Paper Mario,ENEMY_IN
Fuzzy,Super Mario 3D Land,ENEMY_IN
Fuzzy,Super Mario Party,ENEMY_IN
Fuzzy,Paper Mario: Sticker Star,ENEMY_IN
Fuzzy,New Super Mario Bros. 2,ENEMY_IN
Fuzzy,Super Mario Party Jamboree,ENEMY_IN
Fuzzy,Paper Mario: Color Splash,ENEMY_IN
Fuzzy,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Fuzzy,Paper Mario: The Origami King,ENEMY_IN
Fuzzy,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Fuzzy,Super Mario Run,ENEMY_IN
Fuzzy,Super Mario Odyssey,ENEMY_IN
Gold Boo,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Gold Boo,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Gold Cheep Cheep,Mario Party 4,ENEMY_IN
Gold Cheep Cheep,Mario Party 5,ENEMY_IN
Gold Cheep Cheep,Mario Party 10,ENEMY_IN
Gold Cheep Cheep,Mario Party: Star Rush,ENEMY_IN
Gold Cheep Cheep,Super Mario Party,ENEMY_IN
Gold Piranha Plant,Mario Party 10,ENEMY_IN
Gold Piranha Plant,Mario Party: Star Rush,ENEMY_IN
Bone Goomba,New Super Mario Bros. 2,ENEMY_IN
Bone Goomba,Paper Mario: Color Splash,ENEMY_IN
Bone Goomba,Super Mario Bros. Wonder,ENEMY_IN
Bone Goomba,Paper Mario: The Origami King,ENEMY_IN
Gold Goomba,New Super Mario Bros. 2,ENEMY_IN
Gold Goomba,Mario Party 5,ENEMY_IN
Gold Goomba,Super Mario Run,ENEMY_IN
Gold Goomba,Mario Party 6 / Mario Party: The Top 100 / Mario Party Superstars,ENEMY_IN
Gold Goomba,Mario Party 7,ENEMY_IN
Gold Goomba,Mario Party DS,ENEMY_IN
Gold Goomba,Mario Party: Island Tour,ENEMY_IN
Gold Goomba,Super Mario Party,ENEMY_IN
Gold Goomba,Super Mario Party Jamboree,ENEMY_IN
Mega Goomba,Super Mario Bros. 3,ENEMY_IN
Mega Goomba,Mario Party 10,ENEMY_IN
Mega Goomba,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Mega Goomba,Mario Party: Star Rush,ENEMY_IN
Mega Goomba,New Super Mario Bros.,ENEMY_IN
Mega Goomba,Super Mario Galaxy,ENEMY_IN
Mega Goomba,New Super Mario Bros. Wii,ENEMY_IN
Mega Goomba,Super Mario Galaxy 2,ENEMY_IN
Mega Goomba,Super Mario 3D Land,ENEMY_IN
Mega Goomba,New Super Mario Bros. U,ENEMY_IN
Mega Goomba,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Mega Goomba,Super Mario Bros. Wonder,ENEMY_IN
Innertube Goomba,Mario Kart Tour,ENEMY_IN
Innertube Goomba,Mario Kart 8 Deluxe,ENEMY_IN
Goomba Tower,Super Mario 3D Land,ENEMY_IN
Goomba Tower,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Goomba Tower,Mario Party 9,ENEMY_IN
Goomba Tower,Mario & Luigi: Paper Jam,ENEMY_IN
Goomba Tower,Paper Mario: Sticker Star,ENEMY_IN
Goomba Tower,New Super Mario Bros. 2,ENEMY_IN
Goomba Tower,Mario Kart Tour,ENEMY_IN
Goomba Tower,Mario Party: Island Tour,ENEMY_IN
Goomba Tower,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Goomba Tower,Paper Mario: Color Splash,ENEMY_IN
Goomba Tower,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Goomba Tower,Mario Party 10,ENEMY_IN
Goomba Tower,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Goomba Tower,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Goomba Tower,Mario Party Superstars,ENEMY_IN
Goomba Tower,Mario & Luigi: Brothership,ENEMY_IN
Goomba Tower,Super Mario Odyssey,ENEMY_IN
Goomba Tower,Super Mario Party Jamboree,ENEMY_IN
Goomba,Super Mario Bros. / Super Mario Bros.: The Lost Levels,ENEMY_IN
Goomba,Mario Kart: Super Circuit,ENEMY_IN
Goomba,Mario Party,ENEMY_IN
Goomba,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Goomba,Super Smash Bros. Melee,ENEMY_IN
Goomba,Paper Mario,ENEMY_IN
Goomba,Super Mario Bros. 3,ENEMY_IN
Goomba,Mario Kart: Double Dash !!,ENEMY_IN
Goomba,Mario Party 2,ENEMY_IN
Goomba,Mario & Luigi: Partners in Time,ENEMY_IN
Goomba,Super Smash Bros. Brawl,ENEMY_IN
Goomba,Paper Mario: The Thousand-Year Door,ENEMY_IN
Goomba,Super Mario Land,ENEMY_IN
Goomba,Mario Kart DS,ENEMY_IN
Goomba,Mario Party 3,ENEMY_IN
Goomba,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Goomba,Super Smash Bros. for Nintendo 3DS / Wii U,ENEMY_IN
Goomba,Super Paper Mario,ENEMY_IN
Goomba,Super Mario World,ENEMY_IN
Goomba,Mario Kart Wii,ENEMY_IN
Goomba,Mario Party 4,ENEMY_IN
Goomba,Mario & Luigi: Dream Team,ENEMY_IN
Goomba,Super Smash Bros. Ultimate,ENEMY_IN
Goomba,Paper Mario: Sticker Star,ENEMY_IN
Goomba,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Goomba,Mario Kart 7,ENEMY_IN
Goomba,Mario Party 5,ENEMY_IN
Goomba,Mario & Luigi: Paper Jam,ENEMY_IN
Goomba,Paper Mario: Color Splash,ENEMY_IN
Goomba,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Goomba,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Goomba,Mario Party 6,ENEMY_IN
Goomba,Mario & Luigi: Brothership,ENEMY_IN
Goomba,Paper Mario: The Origami King,ENEMY_IN
Goomba,New Super Mario Bros.,ENEMY_IN
Goomba,Mario Kart Tour,ENEMY_IN
Goomba,Mario Party Advance,ENEMY_IN
Goomba,Super Mario Galaxy,ENEMY_IN
Goomba,Mario Kart World,ENEMY_IN
Goomba,Mario Party 7,ENEMY_IN
Goomba,New Super Mario Bros. Wii,ENEMY_IN
Goomba,Mario Party 8,ENEMY_IN
Goomba,Super Mario Galaxy 2,ENEMY_IN
Goomba,Mario Party DS,ENEMY_IN
Goomba,Super Mario 3D Land,ENEMY_IN
Goomba,Mario Party 9,ENEMY_IN
Goomba,New Super Mario Bros. 2,ENEMY_IN
Goomba,Mario Party: Island Tour,ENEMY_IN
Goomba,New Super Mario Bros. U,ENEMY_IN
Goomba,Mario Party 10,ENEMY_IN
Goomba,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Goomba,Mario Party: Star Rush,ENEMY_IN
Goomba,Super Mario Maker series,ENEMY_IN
Goomba,Super Mario Party,ENEMY_IN
Goomba,Super Mario Run,ENEMY_IN
Goomba,Mario Party Superstars,ENEMY_IN
Goomba,Super Mario Odyssey,ENEMY_IN
Goomba,Super Mario Party Jamboree,ENEMY_IN
Goomba,Super Mario Bros. 35,ENEMY_IN
Goomba,Super Mario Bros. Wonder,ENEMY_IN
Big Paragoomba,Super Mario Galaxy 2,ENEMY_IN
Big Paragoomba,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Mario & Luigi: Paper Jam,Regular,ENEMY_IN
Mario & Luigi: Paper Jam,Shiny,ENEMY_IN
Mini Goomba,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Mini Goomba,Super Paper Mario,ENEMY_IN
Mini Goomba,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Mini Goomba,Paper Mario: Color Splash,ENEMY_IN
Mini Goomba,New Super Mario Bros.,ENEMY_IN
Mini Goomba,Paper Mario: The Origami King,ENEMY_IN
Mini Goomba,Super Mario Galaxy,ENEMY_IN
Mini Goomba,New Super Mario Bros. Wii,ENEMY_IN
Mini Goomba,Super Mario Galaxy 2,ENEMY_IN
Mini Goomba,New Super Mario Bros. 2,ENEMY_IN
Mini Goomba,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Mini Goomba,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Mini Goomba,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Mini Goomba,Super Mario Odyssey,ENEMY_IN
Paragoomba,Super Mario Bros. 3,ENEMY_IN
Paragoomba,Mario & Luigi: Paper Jam,ENEMY_IN
Paragoomba,Paper Mario,ENEMY_IN
Paragoomba,Super Mario World,ENEMY_IN
Paragoomba,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Paragoomba,Paper Mario: The Thousand-Year Door,ENEMY_IN
Paragoomba,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Paragoomba,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Paragoomba,Super Paper Mario,ENEMY_IN
Paragoomba,New Super Mario Bros.,ENEMY_IN
Paragoomba,Paper Mario: Sticker Star,ENEMY_IN
Paragoomba,New Super Mario Bros. Wii,ENEMY_IN
Paragoomba,Paper Mario: Color Splash,ENEMY_IN
Paragoomba,Super Mario Galaxy 2,ENEMY_IN
Paragoomba,Paper Mario: The Origami King,ENEMY_IN
Paragoomba,Super Mario 3D Land,ENEMY_IN
Paragoomba,New Super Mario Bros. 2,ENEMY_IN
Paragoomba,New Super Mario Bros. U,ENEMY_IN
Paragoomba,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Paragoomba,Super Mario Odyssey,ENEMY_IN
Big Tail Goomba,Mario & Luigi: Dream Team,ENEMY_IN
Big Tail Goomba,Mario & Luigi: Paper Jam,ENEMY_IN
Big Tail Goomba,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Big Tail Goomba,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Shoe Goomba,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Shoe Goomba,Mario Kart Tour,ENEMY_IN
Shoe Goomba,Super Mario 3D World,ENEMY_IN
Shoe Goomba,Mario Kart 8 Deluxe,ENEMY_IN
Shoe Goomba,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Shoe Goomba,Super Mario Maker 2,ENEMY_IN
Goombrat,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Goombrat,Mario Party 10,ENEMY_IN
Goombrat,Super Mario Run,ENEMY_IN
Goombrat,Mario Party: Star Rush,ENEMY_IN
Goombrat,Super Mario Maker 2,ENEMY_IN
Goombrat,Super Mario Party Jamboree,ENEMY_IN
Goombrat,Super Mario Bros. Wonder,ENEMY_IN
Gotchawrench,VS. Wrecking Crew,ENEMY_IN
Gotchawrench,Wrecking Crew,ENEMY_IN
Gotchawrench,Wrecking Crew '98,ENEMY_IN
Goonie,Super Mario World 2: Yoshi's Island / Yoshi's Island: Super Mario Advance 3,ENEMY_IN
Goonie,Yoshi's Story,ENEMY_IN
Goonie,Yoshi Touch & Go,ENEMY_IN
Goonie,Yoshi's Island DS,ENEMY_IN
Goonie,Yoshi's New Island,ENEMY_IN
Goonie,Yoshi's Woolly World / Poochy & Yoshi's Woolly World,ENEMY_IN
Goonie,Yoshi's Crafted World,ENEMY_IN
Greenie,Super Mario Maker,ENEMY_IN
Greenie,Luigi's Mansion: Dark Moon / Luigi's Mansion 2 HD,ENEMY_IN
Greenie,Super Mario Run,ENEMY_IN
Greenie,Luigi's Mansion Arcade,ENEMY_IN
Green Magikoopa,Mario & Luigi: Dream Team,ENEMY_IN
Green Magikoopa,Paper Mario,ENEMY_IN
Green Magikoopa,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Green Magikoopa,Paper Mario: The Thousand-Year Door,ENEMY_IN
Green Magikoopa,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Grrrol,Mario Party 10,ENEMY_IN
Grrrol,Super Mario Party,ENEMY_IN
Grrrol,Super Mario Party Jamboree,ENEMY_IN
Green Shell,Super Mario World,ENEMY_IN
Green Shell,Super Mario Kart,ENEMY_IN
Green Shell,Mario & Luigi: Partners in Time,ENEMY_IN
Green Shell,Mario & Sonic at the Olympic Games,ENEMY_IN
Green Shell,Super Mario Galaxy,ENEMY_IN
Green Shell,Mario Kart 64,ENEMY_IN
Green Shell,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Green Shell,Mario & Sonic at the Olympic Winter Games,ENEMY_IN
Green Shell,Super Mario Galaxy 2,ENEMY_IN
Green Shell,Mario Kart: Double Dash!!,ENEMY_IN
Green Shell,Mario & Luigi: Dream Team,ENEMY_IN
Green Shell,Mario & Sonic at the London 2012 Olympic Games,ENEMY_IN
Green Shell,Super Mario 3D Land,ENEMY_IN
Green Shell,Mario Kart DS,ENEMY_IN
Green Shell,Mario & Luigi: Brothership,ENEMY_IN
Green Shell,Mario & Sonic at the Sochi 2014 Olympic Winter Games,ENEMY_IN
Green Shell,Mario Kart Wii,ENEMY_IN
Green Shell,Mario & Sonic at the Rio 2016 Olympic Games,ENEMY_IN
Green Shell,Mario Kart 7,ENEMY_IN
Green Shell,Mario Kart 8,ENEMY_IN
Green Shell,Mario Kart Tour,ENEMY_IN
Green Shell,Mario Kart World,ENEMY_IN
Hammer Bro,Super Mario Bros. / Super Mario Bros.: The Lost Levels,ENEMY_IN
Hammer Bro,Mario Kart: Super Circuit,ENEMY_IN
Hammer Bro,Mario Party,ENEMY_IN
Hammer Bro,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Hammer Bro,Paper Mario,ENEMY_IN
Hammer Bro,Super Mario Bros. 3,ENEMY_IN
Hammer Bro,Mario Kart Wii,ENEMY_IN
Hammer Bro,Mario Party 2,ENEMY_IN
Hammer Bro,Mario & Luigi: Partners in Time,ENEMY_IN
Hammer Bro,Paper Mario: The Thousand-Year Door,ENEMY_IN
Hammer Bro,Super Mario World,ENEMY_IN
Hammer Bro,Mario Kart 7,ENEMY_IN
Hammer Bro,Mario Party 3,ENEMY_IN
Hammer Bro,Mario & Luigi: Dream Team,ENEMY_IN
Hammer Bro,Super Paper Mario,ENEMY_IN
Hammer Bro,New Super Mario Bros.,ENEMY_IN
Hammer Bro,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Hammer Bro,Mario Party 5,ENEMY_IN
Hammer Bro,Mario & Luigi: Paper Jam,ENEMY_IN
Hammer Bro,Paper Mario: Sticker Star,ENEMY_IN
Hammer Bro,New Super Mario Bros. Wii,ENEMY_IN
Hammer Bro,Mario Kart Tour,ENEMY_IN
Hammer Bro,Mario Party Advance,ENEMY_IN
Hammer Bro,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Hammer Bro,Paper Mario: Color Splash,ENEMY_IN
Hammer Bro,Super Mario Galaxy 2,ENEMY_IN
Hammer Bro,Mario Kart World,ENEMY_IN
